city,gu,dong,park_name,park_type,park_area,park_exercise_facility,park_entertainment_facility,park_benefit_facility,park_cultural_facitiy,park_facility_other,park_open_year,reference_date
부산광역시,연제구,연산동,연잎공원,어린이공원,1588.2,,조합놀이대 등,,,파고라 및 체력단련시설 등,1973.0,2018-04-04
부산광역시,연제구,연산동,과정공원,어린이공원,1946.5,게이트볼장,조합놀이대 등,화장실,,파고라 및 체력단련시설 등,1973.0,2018-04-04
부산광역시,연제구,연산동,새싹공원,어린이공원,619.8,,조합놀이대 등,,,파고라 및 체력단련시설 등,1969.0,2018-04-04
부산광역시,연제구,연산동,꿈나무공원,어린이공원,1665.8,,조합놀이대 등,,,파고라 및 체력단련시설 등,1965.0,2018-04-04
부산광역시,연제구,연산동,연봉공원,어린이공원,1347.0,,조합놀이대 등,,,파고라 및 벤치 등,1965.0,2018-04-04
부산광역시,연제구,연산동,늘푸른공원,어린이공원,1869.8,,조합놀이대 등,,,파고라 및 체력단련시설 등,1965.0,2018-04-04
부산광역시,연제구,거제동,거제체육공원,체육공원,5848.5,게이트볼장,,,,파고라 및 체력단련시설 등,2003.0,2018-04-04
부산광역시,연제구,거제동,어울림공원,어린이공원,3780.5,,조합놀이대 등,,,파고라 및 체력단련시설 등,1995.0,2018-04-04
부산광역시,연제구,거제동,한마음공원,어린이공원,2788.1,,조합놀이대 등,,,파고라 및 체력단련시설 등,1995.0,2018-04-04
서울특별시,서초구,반포동,반  포,근린공원,26092.2,,,,,,1981.0,2018-06-30
서울특별시,서초구,양재동,방아다리1,근린공원,2870.8,,,,,,1988.0,2018-06-30
서울특별시,서초구,양재동,방아다리2,근린공원,2934.3,,,,,,1988.0,2018-06-30
서울특별시,서초구,양재동,양재천,근린공원,19258.0,,,,,,1988.0,2018-06-30
서울특별시,서초구,양재동,마  방,근린공원,6546.6,,,,,,1983.0,2018-06-30
서울특별시,서초구,양재동,양  재,근린공원,32523.4,,,,,,1983.0,2018-06-30
서울특별시,서초구,서초동,용허리,근린공원,4641.9,,,,,,1989.0,2018-06-30
서울특별시,서초구,서초동,명  달,근린공원,5466.4,,,,,,1989.0,2018-06-30
서울특별시,서초구,잠원동,사평리,근린공원,1913.7,,,,,,1989.0,2018-06-30
서울특별시,서초구,잠원동,잠  원,근린공원,2373.5,,,,,,1989.0,2018-06-30
서울특별시,서초구,잠원동,신  동,근린공원,6648.4,,,,,,1979.0,2018-06-30
서울특별시,서초구,양재동,고인돌,근린공원,4579.0,,,,,,,2018-06-30
서울특별시,서초구,양재동,바우뫼,근린공원,16386.1,,,,,,1983.0,2018-06-30
서울특별시,서초구,서초동,서리풀,근린공원,548520.8,,,,,,1971.0,2018-06-30
서울특별시,서초구,반포동,서래골,근린공원,4690.8,,,,,,1995.0,2018-06-30
서울특별시,서초구,잠원동,명주,근린공원,4952.6,,,,,,1979.0,2018-06-30
서울특별시,서초구,반포동,반딧불,근린공원,13606.8,,,,,,2005.0,2018-06-30
서울특별시,서초구,반포동,원촌,근린공원,9941.7,,,,,,2004.0,2018-06-30
서울특별시,서초구,우면동,태봉,근린공원,26555.7,,,,,,2005.0,2018-06-30
서울특별시,서초구,우면동,섬들,근린공원,15590.3,,,,,,2005.0,2018-06-30
서울특별시,서초구,우면동,망루,근린공원,56497.1,,,,,,2005.0,2018-06-30
서울특별시,서초구,우면동,송동,근린공원,27472.8,,,,,,2009.0,2018-06-30
서울특별시,서초구,양재동,말죽거리,근린공원,350200.0,,,,,,1984.0,2018-06-30
서울특별시,서초구,방배동,방배,근린공원,228107.0,,,,,,1971.0,2018-06-30
서울특별시,서초구,방배동,도구머리,근린공원,69578.4,,,,,,1978.0,2018-06-30
서울특별시,서초구,방배동,방배동,근린공원,7003.0,,,,,,2000.0,2018-06-30
서울특별시,서초구,방배동,뒷  벌,어린이공원,5794.8,,,,,,1972.0,2018-06-30
서울특별시,서초구,방배동,청  두,어린이공원,1657.9,,,,,,1971.0,2018-06-30
서울특별시,서초구,방배동,가  꿀,어린이공원,993.5,,,,,,1972.0,2018-06-30
서울특별시,서초구,방배동,까  치,어린이공원,1015.3,,,,,,1972.0,2018-06-30
서울특별시,서초구,방배동,새  말,어린이공원,984.8,,,,,,1972.0,2018-06-30
서울특별시,서초구,방배동,너른골,어린이공원,1216.0,,,,,,1971.0,2018-06-30
서울특별시,서초구,방배동,정  문,어린이공원,993.1,,,,,,1972.0,2018-06-30
서울특별시,서초구,방배동,안  산,어린이공원,1615.6,,,,,,1971.0,2018-06-30
서울특별시,서초구,방배동,방  현,어린이공원,1781.5,,,,,,1971.0,2018-06-30
서울특별시,서초구,방배동,동  덕,어린이공원,936.0,,,,,,1978.0,2018-06-30
서울특별시,서초구,서초동,사도감,어린이공원,946.7,,,,,,1978.0,2018-06-30
서울특별시,서초구,서초동,예  술,어린이공원,1006.3,,,,,,1978.0,2018-06-30
서울특별시,서초구,서초동,신  중,어린이공원,974.9,,,,,,1971.0,2018-06-30
서울특별시,서초구,서초동,장  안,어린이공원,969.0,,,,,,1971.0,2018-06-30
서울특별시,서초구,서초동,마산말,어린이공원,984.9,,,,,,1971.0,2018-06-30
서울특별시,서초구,서초동,분토골,어린이공원,999.1,,,,,,1972.0,2018-06-30
서울특별시,서초구,서초동,상명달,어린이공원,991.5,,,,,,1972.0,2018-06-30
서울특별시,서초구,서초동,궁  현,어린이공원,985.5,,,,,,1971.0,2018-06-30
서울특별시,서초구,서초동,하명달,어린이공원,991.9,,,,,,1971.0,2018-06-30
서울특별시,서초구,서초동,당  골,어린이공원,1616.2,,,,,,1971.0,2018-06-30
서울특별시,서초구,반포동,고무래,어린이공원,5506.9,,,,,,,2018-06-30
서울특별시,서초구,잠원동,싸리재,어린이공원,991.9,,,,,,1971.0,2018-06-30
서울특별시,서초구,잠원동,주  흥,어린이공원,959.2,,,,,,1977.0,2018-06-30
서울특별시,서초구,반포동,언구비,어린이공원,1031.9,,,,,,1971.0,2018-06-30
서울특별시,서초구,반포동,청  룡,어린이공원,945.1,,,,,,1971.0,2018-06-30
서울특별시,서초구,반포동,서  래,어린이공원,997.1,,,,,,1971.0,2018-06-30
서울특별시,서초구,양재동,종  열,어린이공원,847.8,,,,,,1971.0,2018-06-30
서울특별시,서초구,우면동,암산,어린이공원,1506.0,,,,,,1978.0,2018-06-30
서울특별시,서초구,우면동,잿말,어린이공원,2167.0,,,,,,1978.0,2018-06-30
서울특별시,서초구,우면동,식유촌,어린이공원,1009.0,,,,,,1979.0,2018-06-30
서울특별시,서초구,우면동,송동,어린이공원,1042.0,,,,,,1979.0,2018-06-30
서울특별시,서초구,신원동,세원,어린이공원,1369.0,,,,,,1979.0,2018-06-30
서울특별시,서초구,신원동,본마을,어린이공원,1234.0,,,,,,1979.0,2018-06-30
서울특별시,서초구,신원동,청계숲,어린이공원,1470.0,,,,,,1979.0,2018-06-30
서울특별시,서초구,신원동,새쟁이,어린이공원,1586.0,,,,,,1979.0,2018-06-30
서울특별시,서초구,내곡동,안골,어린이공원,1192.0,,,,,,1979.0,2018-06-30
서울특별시,서초구,내곡동,홍씨마을,어린이공원,1461.0,,,,,,,2018-06-30
서울특별시,서초구,내곡동,아래샘,어린이공원,1059.0,,,,,,,2018-06-30
서울특별시,서초구,내곡동,윗샘,어린이공원,1084.0,,,,,,,2018-06-30
서울특별시,서초구,방배동,남태령,어린이공원,1328.0,,,,,,,2018-06-30
서울특별시,서초구,양재동,양  재,어린이공원,990.4,,,,,,1971.0,2018-06-30
서울특별시,서초구,양재동,동  산,어린이공원,1890.4,,,,,,1979.0,2018-06-30
서울특별시,서초구,양재동,잔  디,어린이공원,1664.3,,,,,,1978.0,2018-06-30
서울특별시,서초구,양재동,계  리,어린이공원,1057.9,,,,,,1978.0,2018-06-30
서울특별시,서초구,반포동,나  리,어린이공원,4155.0,,,,,,1975.0,2018-06-30
서울특별시,서초구,반포동,만  남,어린이공원,2965.0,,,,,,1975.0,2018-06-30
서울특별시,서초구,반포동,푸  른,어린이공원,1851.0,,,,,,1975.0,2018-06-30
서울특별시,서초구,반포동,초  롱,어린이공원,2575.0,,,,,,1975.0,2018-06-30
서울특별시,서초구,반포동,한  수,어린이공원,4400.0,,,,,,1975.0,2018-06-30
서울특별시,서초구,반포동,파랑새,어린이공원,4188.3,,,,,,1986.0,2018-06-30
서울특별시,서초구,잠원동,반  원,어린이공원,6020.9,,,,,,1986.0,2018-06-30
서울특별시,서초구,반포동,장  미,어린이공원,4083.0,,,,,,1986.0,2018-06-30
서울특별시,서초구,양재동,비  석,어린이공원,1500.6,,,,,,,2018-06-30
서울특별시,서초구,양재동,구  룡,어린이공원,1651.3,,,,,,,2018-06-30
서울특별시,서초구,서초동,교  대,어린이공원,993.2,,,,,,1982.0,2018-06-30
서울특별시,서초구,잠원동,코  아,어린이공원,1717.0,,,,,,1985.0,2018-06-30
서울특별시,서초구,반포동,미  도,어린이공원,988.3,,,,,,1986.0,2018-06-30
서울특별시,서초구,양재동,개  뜰,어린이공원,1530.4,,,,,,,2018-06-30
서울특별시,서초구,양재동,버  들,어린이공원,1487.4,,,,,,,2018-06-30
서울특별시,서초구,양재동,샛  별,어린이공원,1500.1,,,,,,,2018-06-30
서울특별시,서초구,양재동,두둑재,어린이공원,1703.8,,,,,,,2018-06-30
서울특별시,서초구,양재동,횃  불,어린이공원,1496.9,,,,,,,2018-06-30
서울특별시,서초구,양재동,용  말,어린이공원,1994.5,,,,,,,2018-06-30
서울특별시,서초구,잠원동,새  터,어린이공원,1100.0,,,,,,1995.0,2018-06-30
서울특별시,서초구,잠원동,늘푸른,어린이공원,1600.0,,,,,,1995.0,2018-06-30
서울특별시,서초구,잠원동,아  름,어린이공원,1100.0,,,,,,1995.0,2018-06-30
서울특별시,서초구,우면동,바우뫼,어린이공원,2023.7,,,,,,1989.0,2018-06-30
서울특별시,서초구,우면동,동  문,어린이공원,1515.2,,,,,,1989.0,2018-06-30
서울특별시,서초구,우면동,효  자,어린이공원,2481.0,,,,,,,2018-06-30
서울특별시,서초구,내곡동,능안,어린이공원,1156.0,,,,,,2005.0,2018-06-30
서울특별시,서초구,방배동,효령,어린이공원,1432.8,,,,,,,2018-06-30
서울특별시,서초구,서초동,새싹,어린이공원,840.0,,,,,,2005.0,2018-06-30
서울특별시,서초구,우면동,섶다리,어린이공원,1729.5,,,,,,2005.0,2018-06-30
서울특별시,서초구,우면동,샛말,어린이공원,1644.7,,,,,,,2018-06-30
서울특별시,서초구,방배동,햇 님,어린이공원,2119.1,,,,,,,2018-06-30
서울특별시,서초구,방배동,소라,어린이공원,1782.4,,,,,,1975.0,2018-06-30
서울특별시,서초구,반포동,오솔길,어린이공원,2802.8,,,,,,2006.0,2018-06-30
서울특별시,서초구,우면동,큰마을,어린이공원,1964.4,,,,,,2007.0,2018-06-30
서울특별시,서초구,우면동,솔말,어린이공원,2720.0,,,,,,2009.0,2018-06-30
서울특별시,서초구,방배동,달님,어린이공원,259.5,,,,,,,2018-06-30
서울특별시,서초구,우면동,우면,수변공원,21609.1,,,,,,2009.0,2018-06-30
부산광역시,부산진구,초읍동,연지공원,근린공원,60490.0,,,,,,1944.0,2018-04-05
부산광역시,부산진구,전포동,양정공원,근린공원,9252.0,,조합놀이대,화장실,,,1944.0,2018-04-05
부산광역시,부산진구,초읍동,어린이대공원,근린공원,4947290.0,,,,,,1978.0,2018-04-05
부산광역시,부산진구,가야동,가야산책공원,근린공원,14292.0,,목마시소,,,,1982.0,2018-04-05
부산광역시,부산진구,개금동,개금테마공원,근린공원,28881.0,풋살운동장,"""조합놀이대, 그네, 시소""",화장실,,,1986.0,2018-04-05
부산광역시,부산진구,양정동,화지공원,근린공원,391299.0,,,,,,1985.0,2018-04-05
부산광역시,부산진구,가야동,가야공원,근린공원,55526.0,,,,,,1995.0,2018-04-05
부산광역시,부산진구,당감동,백양가족공원,근린공원,16375.0,,"""조합놀이대, 흔들놀이""",,,,1994.0,2018-04-05
부산광역시,부산진구,범전동,시민공원,근린공원,470758.0,,,화장실,,"""세미나실, 공연장""",2004.0,2018-04-05
부산광역시,부산진구,전포동,돌산공원,근린공원,41446.0,,,화장실,,야외 공연장,1944.0,2018-04-05
부산광역시,부산진구,초읍동,백양어린이공원,어린이공원,640.3,,조합놀이대,,,,1965.0,2018-04-05
부산광역시,부산진구,개금동,개나리어린이공원,어린이공원,1904.2,,"""조합놀이대, 그네""",,,,1986.0,2018-04-05
부산광역시,부산진구,당감동,솔바람어린이공원,어린이공원,3351.8,,"""조합놀이대, 흔들놀이대""",,,,1988.0,2018-04-05
부산광역시,부산진구,개금동,화목어린이공원,어린이공원,3920.3,,조합놀이대,화장실,,,1990.0,2018-04-05
부산광역시,부산진구,개금동,까치어린이공원,어린이공원,3796.5,,"""조합놀이대, 건너는기구""",,,,1990.0,2018-04-05
부산광역시,부산진구,당감동,백두어린이공원,어린이공원,1655.4,,조합놀이대,,,,1994.0,2018-04-05
부산광역시,부산진구,당감동,미리내어린이공원,어린이공원,2969.2,배드민턴장,"""시소, 흔들놀이기구""",,,,1994.0,2018-04-05
부산광역시,부산진구,당감동,색동어린이공원,어린이공원,1681.5,,조합놀이대,,,,1994.0,2018-04-05
부산광역시,부산진구,부암동,은하수어린이공원,어린이공원,1630.9,,"""미끄럼틀, 시소""",,,,1988.0,2018-04-05
부산광역시,부산진구,부암동,동양어린이공원,어린이공원,1554.3,,"""미끄럼틀, 시소""",,,,1994.0,2018-04-05
부산광역시,부산진구,초읍동,새싹어린이공원,어린이공원,406.0,,,,,,1965.0,2018-04-05
부산광역시,부산진구,연지동,연지어린이공원,어린이공원,1597.4,,"""조합놀이대, 흔들놀이기구""",,,,1969.0,2018-04-05
부산광역시,부산진구,양정동,꿈동산어린이공원,어린이공원,1775.2,,"""조합놀이대, 시소, 흔들놀이기구""",,,,1961.0,2018-04-05
부산광역시,부산진구,양정동,어린이공원,어린이공원,3230.0,,,,,,2009.0,2018-04-05
부산광역시,부산진구,전포동,전포201재개발,어린이공원,2151.0,,,,,,2005.0,2018-04-05
부산광역시,부산진구,양정동,양정1재개발,어린이공원,1754.0,,,,,,2005.0,2018-04-05
부산광역시,부산진구,부암동,부암동61001,어린이공원,1536.0,,,,,,2006.0,2018-04-05
부산광역시,부산진구,부암동,부암동59801,어린이공원,2119.0,,,,,,2006.0,2018-04-05
부산광역시,부산진구,가야동,어린이공원,어린이공원,2944.0,,,,,,2007.0,2018-04-05
부산광역시,부산진구,부암동,어린이공원,어린이공원,3110.0,,,,,,2008.0,2018-04-05
서울특별시,양천구,신정동,신정3동소공원,소공원,3353.0,야외헬스형운동기구 1개,,,,,2012.0,2018-07-31
서울특별시,관악구,신원동,호박골,어린이공원,417.0,,흔들말+조합놀이대,,,,1944.0,2018-08-16
서울특별시,관악구,남현동,군아파트,어린이공원,926.0,,그네+조합놀이대,,,,1970.0,2018-08-16
서울특별시,관악구,남현동,상록,어린이공원,1557.0,,그네+흔들말+조합놀이대,,,,1970.0,2018-08-16
서울특별시,관악구,남현동,남현,어린이공원,554.0,,,,,,1970.0,2018-08-16
서울특별시,관악구,남현동,예촌,어린이공원,1509.0,,그네+흔들말+조합놀이대,화장실,,,1970.0,2018-08-16
서울특별시,관악구,신사동,남부,어린이공원,990.0,,그네+흔들말+조합놀이대+오르는기구,,,,1970.0,2018-08-16
서울특별시,관악구,신림동,새들,어린이공원,979.0,,그네+흔들말+조합놀이대+오르는기구,,,,1970.0,2018-08-16
서울특별시,관악구,신림동,색동,어린이공원,952.0,,그네+흔들말+조합놀이대,,,,1970.0,2018-08-16
서울특별시,관악구,청룡동,송학,어린이공원,1013.0,,조합놀이대,,,,1971.0,2018-08-16
서울특별시,관악구,청룡동,비안,어린이공원,1661.0,,그네+조합놀이대+시소+흔들말,,,,1972.0,2018-08-16
서울특별시,관악구,신사동,새빛,어린이공원,875.0,,그네+조합놀이대,,,,1977.0,2018-08-16
서울특별시,관악구,청룡동,용담,어린이공원,646.0,,그네+흔들말+조합놀이대+오르는기구,,,,1977.0,2018-08-16
서울특별시,관악구,청룡동,일선,어린이공원,1244.0,,그네+흔들말+조합놀이대,,,,1972.0,2018-08-16
서울특별시,관악구,청룡동,청룡,어린이공원,853.0,,미끄럼틀+흔들말+조합놀이대,,,,1972.0,2018-08-16
서울특별시,관악구,삼성동,약수암,어린이공원,1680.0,,흔들말+조합놀이대,,,,1973.0,2018-08-16
서울특별시,관악구,청룡동,충효,어린이공원,3188.0,,그네+흔들말+조합놀이대,,,,1979.0,2018-08-16
서울특별시,관악구,삼성동,해바라기,어린이공원,416.0,,조합놀이대,,,,1980.0,2018-08-16
서울특별시,관악구,청룡동,영락,어린이공원,206.0,,흔들말+조합놀이대,,,,1983.0,2018-08-16
서울특별시,관악구,삼성동,양산,어린이공원,297.0,,조합놀이대,,,,1988.0,2018-08-16
서울특별시,관악구,삼성동,합실,어린이공원,1297.0,,그네+흔들말+조합놀이대,,,,1997.0,2018-08-16
서울특별시,관악구,남현동,남태령제2,소공원,1310.0,,,,,,2013.0,2018-08-16
서울특별시,동작구,대방동,제비,어린이공원,1813.9,,,,,,1940.0,2018-02-19
서울특별시,동작구,상도동,상도,근린공원,359342.8,,,,,,1940.0,2018-02-19
서울특별시,동작구,노량진동,노량진,근린공원,416031.0,,,,,,1940.0,2018-02-19
서울특별시,동작구,본동,용봉정,근린공원,80803.0,,,,,,1940.0,2018-02-19
서울특별시,동작구,사당동,현충,근린공원,1106365.7,,,,,,1962.0,2018-02-19
서울특별시,동작구,노량진동,사육신,역사공원,47832.0,,,,,,1963.0,2018-02-19
서울특별시,동작구,상도동,꿈동산,어린이공원,613.8,,,,,,1963.0,2018-02-19
서울특별시,동작구,상도1동,해님,어린이공원,876.0,,,,,,1963.0,2018-02-19
서울특별시,동작구,사당동,삼일,근린공원,36660.0,,,,,,1968.0,2018-02-19
서울특별시,동작구,신대방동,은하수,어린이공원,4726.0,,,,,,1974.0,2018-02-19
서울특별시,동작구,상도동,장미,어린이공원,410.5,,,,,,1975.0,2018-02-19
서울특별시,동작구,사당동,노루,어린이공원,337.0,,,,,,1976.0,2018-02-19
서울특별시,동작구,사당동,새싹,어린이공원,780.0,,,,,,1976.0,2018-02-19
서울특별시,동작구,사당동,꿈돌이,어린이공원,761.0,,,,,,1977.0,2018-02-19
서울특별시,동작구,사당동,동산,어린이공원,466.1,,,,,,1977.0,2018-02-19
서울특별시,동작구,사당동,토끼,어린이공원,821.7,,,,,,1977.0,2018-02-19
서울특별시,동작구,대방동,참새,어린이공원,2982.7,,,,,,1977.0,2018-02-19
서울특별시,동작구,신대방동,칸나,소공원,241.0,,,,,,2012.0,2018-02-19
서울특별시,동작구,사당동,양지,어린이공원,568.0,,,,,,1979.0,2018-02-19
서울특별시,동작구,상도동,새벽,어린이공원,496.0,,,,,,1979.0,2018-02-19
서울특별시,동작구,상도동,옹달샘,어린이공원,445.0,,,,,,1980.0,2018-02-19
서울특별시,동작구,동작동,동작주차,근린공원,42220.0,,,,,,1981.0,2018-02-19
서울특별시,동작구,사당동,샛별,어린이공원,344.7,,,,,,1981.0,2018-02-19
서울특별시,동작구,사당동,반달,어린이공원,182.0,,,,,,1981.0,2018-02-19
서울특별시,동작구,사당동,늘푸른,어린이공원,1503.0,,,,,,1984.0,2018-02-19
서울특별시,동작구,본동,본동,어린이공원,2195.5,,,,,,1996.0,2018-02-19
서울특별시,동작구,사당동,개나리,어린이공원,454.0,,,,,,1997.0,2018-02-19
서울특별시,동작구,신대방동,청명,어린이공원,1024.0,,,,,,2002.0,2018-02-19
서울특별시,동작구,신대방동,해당화,어린이공원,374.0,,,,,,2002.0,2018-02-19
서울특별시,동작구,흑석동,비계,소공원,298.4,,,,,,2003.0,2018-02-19
서울특별시,동작구,상도동,태양,어린이공원,1514.5,,,,,,2005.0,2018-02-19
서울특별시,동작구,흑석동,서달,소공원,254.8,,,,,,2005.0,2018-02-19
서울특별시,동작구,사당동,까치,어린이공원,1604.3,,,,,,1970.0,2018-02-19
서울특별시,동작구,동작동,희망,어린이공원,2654.3,,,,,,2006.0,2018-02-19
서울특별시,동작구,사당동,남성,소공원,924.1,,,,,,2006.0,2018-02-19
서울특별시,동작구,본동,충효,소공원,1081.8,,,,,,2007.0,2018-02-19
서울특별시,동작구,상도동,꿈나무,어린이공원,1500.0,,,,,,2007.0,2018-02-19
서울특별시,동작구,상도동,빙수골,소공원,822.0,,,,,,2007.0,2018-02-19
서울특별시,동작구,상도동,국화원,소공원,757.0,,,,,,2007.0,2018-02-19
서울특별시,동작구,상도동,흐리목,소공원,1869.7,,,,,,2007.0,2018-02-19
서울특별시,동작구,흑석동,까망돌,어린이공원,1904.5,,,,,,2008.0,2018-02-19
서울특별시,동작구,사당동,해밀,어린이공원,2392.0,,,,,,2010.0,2018-02-19
서울특별시,동작구,상도동,영도,소공원,1737.0,,,,,,2012.0,2018-02-19
서울특별시,동작구,상도동,나비,소공원,564.1,,,,,,2012.0,2018-02-19
서울특별시,동작구,상도동,꽃담길,소공원,206.0,,,,,,2012.0,2018-02-19
서울특별시,동작구,흑석동,흑석,소공원,442.0,,,,,,2012.0,2018-02-19
서울특별시,금천구,가산동,골말,어린이공원,1485.0,,"""조합놀이대,흔들놀이""",음수대,,"""상록경로당,CCTV""",1979.0,2018-08-19
서울특별시,금천구,가산동,무아래,어린이공원,1162.6,,"""조합놀이대,흔들놀이""",음수대,,CCTV,1977.0,2018-08-19
서울특별시,금천구,가산동,조마,어린이공원,1003.0,,"""조합놀이대,시소,그네,흔들놀이""",,,"""매봉경로당,CCTV""",1971.0,2018-08-19
서울특별시,금천구,시흥동,금천폭포공원,근린공원,7650.0,,,,문화회관,CCTV,2005.0,2018-08-19
서울특별시,금천구,독산동,독산근린공원,근린공원,18005.5,"""축구장,배드민턴장""",,"""화장실,음수대""",,CCTV,1987.0,2018-08-19
서울특별시,금천구,독산동,독산자연공원,근린공원,7650.0,"""배드민턴장,테니스장""",,"""화장실,음수대,주차장""",,,1968.0,2018-08-19
서울특별시,금천구,시흥동,삼성산시민휴식공원,근린공원,10118.0,배드민턴장,"""조합놀이대,흔들놀이""",,,CCTV,1968.0,2018-08-19
서울특별시,금천구,독산동,금천체육공원,근린공원,18083.0,"""다목적운동장,농구장,배드민턴장""","""조합놀이대,흔들놀이,그네,시소""","""화장실,음수대,공중전화""",,CCTV,1968.0,2018-08-19
서울특별시,금천구,시흥동,산기슭공원,근린공원,8412.0,다목적운동장,조합놀이대,화장실,,CCTV,1968.0,2018-08-19
서울특별시,금천구,독산동,감로천생태공원,근린공원,15000.0,"""배드민턴장, 게이트볼장""",,,,CCTV,1968.0,2018-08-19
서울특별시,종로구,무악동,무악공원,어린이공원,5136.0,,,음수대,,,2015.0,2018-08-16
