city,gu,day_care_name,day_care_type,day_care_baby_num,teacher_num,nursing_room_num,playground_num,CCTV_num,is_commuting_vehicle,reference_date
서울특별시,서대문구,선화어린이집,국공립,84,18.0,6.0,3.0,8.0,Y,2018-07-31
서울특별시,서대문구,성모어린이집,국공립,79,12.0,5.0,1.0,8.0,N,2018-07-31
서울특별시,서대문구,세나어린이집,민간,27,9.0,5.0,0.0,7.0,Y,2018-07-31
서울특별시,서대문구,세브란스어린이집,직장,143,30.0,8.0,2.0,28.0,N,2018-07-31
서울특별시,서대문구,솔빛어린이집,국공립,35,11.0,3.0,1.0,7.0,N,2018-07-31
서울특별시,서대문구,송중어린이집,민간,61,8.0,5.0,1.0,8.0,Y,2018-07-31
서울특별시,서대문구,숲속몬테소리어린이집,민간,90,19.0,7.0,0.0,15.0,Y,2018-07-31
서울특별시,서대문구,숲속어린이집,국공립,86,13.0,5.0,1.0,13.0,N,2018-07-31
서울특별시,서대문구,슬기어린이집,가정,19,5.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,신나라어린이집,국공립,19,6.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,신촌어린이집,국공립,88,15.0,5.0,1.0,8.0,N,2018-07-31
서울특별시,서대문구,아기둥지어린이집,가정,18,6.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,아람어린이집,국공립,50,8.0,4.0,1.0,5.0,N,2018-07-31
서울특별시,서대문구,아름다운집어린이집,법인·단체,30,7.0,4.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,아이꿈터어린이집,가정,20,7.0,4.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,아이뜰어린이집,민간,54,10.0,7.0,0.0,16.0,N,2018-07-31
서울특별시,서대문구,아장아장어린이집,가정,20,8.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,아현어린이집,민간,79,12.0,6.0,0.0,6.0,Y,2018-07-31
서울특별시,서대문구,엄마맘어린이집,민간,75,14.0,7.0,2.0,15.0,Y,2018-07-31
서울특별시,서대문구,에덴어린이집,민간,30,9.0,4.0,0.0,8.0,Y,2018-07-31
서울특별시,서대문구,에코비어린이집,가정,20,6.0,4.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,연세대학교유진어린이집,직장,164,26.0,10.0,2.0,20.0,N,2018-07-31
서울특별시,서대문구,연희방과후교실어린이집,국공립,34,3.0,2.0,1.0,5.0,N,2018-07-31
서울특별시,서대문구,연희어린이집,국공립,64,12.0,4.0,1.0,6.0,N,2018-07-31
서울특별시,서대문구,예그린어린이집,국공립,19,7.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,예꼴예능어린이집,민간,87,17.0,6.0,1.0,7.0,Y,2018-07-31
서울특별시,서대문구,예꿈어린이집,민간,70,13.0,6.0,1.0,13.0,Y,2018-07-31
서울특별시,서대문구,예뜰어린이집,가정,18,5.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,예랑어린이집,가정,19,7.0,3.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,예일어린이집,민간,92,13.0,12.0,0.0,14.0,Y,2018-07-31
서울특별시,서대문구,왕자와공주어린이집,가정,16,5.0,2.0,0.0,3.0,N,2018-07-31
서울특별시,서대문구,우리들어린이집,가정,19,7.0,3.0,0.0,5.0,Y,2018-07-31
서울특별시,서대문구,우리또래어린이집,가정,13,4.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,우리아이어린이집,가정,20,6.0,4.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,우리어린이집,국공립,74,12.0,5.0,1.0,7.0,N,2018-07-31
서울특별시,서대문구,우정어린이집,국공립,89,17.0,6.0,1.0,8.0,N,2018-07-31
서울특별시,서대문구,은가어린이집,국공립,52,11.0,5.0,1.0,9.0,N,2018-07-31
서울특별시,서대문구,은담어린이집,민간,39,10.0,5.0,0.0,8.0,Y,2018-07-31
서울특별시,서대문구,은빛어린이집,국공립,45,10.0,4.0,0.0,10.0,N,2018-07-31
서울특별시,서대문구,은파어린이집,국공립,32,10.0,5.0,0.0,6.0,N,2018-07-31
서울특별시,서대문구,은현어린이집,민간,33,10.0,4.0,0.0,5.0,Y,2018-07-31
서울특별시,서대문구,은혜감사어린이집,민간,84,13.0,10.0,0.0,15.0,Y,2018-07-31
서울특별시,서대문구,은화어린이집,국공립,74,12.0,5.0,1.0,8.0,N,2018-07-31
서울특별시,서대문구,이대복지어린이집,민간,56,13.0,5.0,1.0,8.0,N,2018-07-31
서울특별시,서대문구,이화어린이집,직장,48,10.0,3.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,인왕어린이집,국공립,30,9.0,5.0,0.0,0.0,N,2018-07-31
서울특별시,서대문구,자연숲어린이집,국공립,62,15.0,5.0,1.0,7.0,N,2018-07-31
서울특별시,서대문구,작은숲어린이집,국공립,19,7.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,재재어린이집,가정,19,7.0,3.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,지혜어린이집,민간,30,8.0,4.0,1.0,7.0,Y,2018-07-31
서울특별시,서대문구,참사랑어린이집,국공립,15,6.0,3.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,천사어린이집,가정,18,5.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,청목어린이집,민간,67,14.0,6.0,1.0,10.0,Y,2018-07-31
서울특별시,서대문구,충현방과후교실어린이집,국공립,40,4.0,2.0,1.0,3.0,N,2018-07-31
서울특별시,서대문구,콩세알어린이집,협동,20,5.0,5.0,0.0,0.0,N,2018-07-31
서울특별시,서대문구,킨더월드어린이집,민간,64,6.0,4.0,0.0,8.0,Y,2018-07-31
서울특별시,서대문구,태양어린이집,민간,39,5.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,토마토어린이집,민간,35,7.0,5.0,1.0,4.0,Y,2018-07-31
서울특별시,서대문구,파랑새어린이집,민간,97,17.0,8.0,2.0,9.0,Y,2018-07-31
서울특별시,서대문구,푸른꿈동산어린이집,민간,89,15.0,8.0,2.0,16.0,Y,2018-07-31
서울특별시,서대문구,푸른누리어린이집,국공립,70,12.0,5.0,1.0,6.0,N,2018-07-31
서울특별시,서대문구,푸른빛어린이집,국공립,45,10.0,4.0,1.0,8.0,N,2018-07-31
서울특별시,서대문구,푸른솔어린이집,가정,19,5.0,3.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,푸른숲어린이집,국공립,64,12.0,5.0,1.0,6.0,N,2018-07-31
서울특별시,서대문구,하나어린이집,가정,20,5.0,4.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,하늘꿈어린이집,가정,19,6.0,3.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,하늘숲어린이집,국공립,70,13.0,5.0,1.0,8.0,N,2018-07-31
서울특별시,서대문구,하늘정원어린이집,민간,59,14.0,7.0,0.0,6.0,Y,2018-07-31
서울특별시,서대문구,하람어린이집,민간,31,8.0,5.0,0.0,6.0,N,2018-07-31
서울특별시,서대문구,하린어린이집,민간,47,13.0,5.0,0.0,5.0,Y,2018-07-31
서울특별시,서대문구,하은어린이집,가정,20,7.0,4.0,0.0,5.0,Y,2018-07-31
서울특별시,서대문구,한나어린이집,국공립,20,7.0,4.0,0.0,6.0,N,2018-07-31
서울특별시,서대문구,한마음어린이집,민간,24,7.0,4.0,0.0,4.0,Y,2018-07-31
서울특별시,서대문구,한빛어린이집,가정,20,4.0,2.0,0.0,3.0,N,2018-07-31
서울특별시,서대문구,한솔키즈클럽어린이집,민간,79,12.0,6.0,0.0,6.0,Y,2018-07-31
서울특별시,서대문구,한양에코캠어린이집,가정,20,7.0,4.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,한울어린이집,민간,27,9.0,5.0,0.0,7.0,N,2018-07-31
서울특별시,서대문구,해달별어린이집,민간,34,4.0,4.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,해맑은어린이집,가정,18,6.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,해피키즈어린이집,가정,20,6.0,4.0,0.0,5.0,N,2018-07-31
서울특별시,서대문구,햇살나무어린이집,가정,17,7.0,4.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,행복열매어린이집,국공립,19,7.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,헤아림어린이집,국공립,22,8.0,3.0,0.0,3.0,N,2018-07-31
서울특별시,서대문구,현대숲어린이집,가정,19,6.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,현대아이사랑어린이집,국공립,18,6.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,현대키즈어린이집,가정,19,6.0,3.0,0.0,4.0,N,2018-07-31
서울특별시,서대문구,홍연어린이집,민간,98,14.0,9.0,0.0,8.0,Y,2018-07-31
서울특별시,서대문구,홍은어린이집,국공립,85,16.0,7.0,0.0,8.0,N,2018-07-31
서울특별시,서대문구,홍제동성당부설방과후교실어린이집,민간,60,7.0,3.0,0.0,0.0,N,2018-07-31
서울특별시,서대문구,홍제방과후교실어린이집,국공립,53,8.0,3.0,1.0,4.0,N,2018-07-31
서울특별시,서대문구,홍제어린이집,국공립,60,14.0,4.0,1.0,4.0,N,2018-07-31
서울특별시,서대문구,환희어린이집,국공립,120,19.0,8.0,5.0,16.0,N,2018-07-31
서울특별시,서대문구,힘찬어린이집,민간,43,10.0,6.0,0.0,9.0,Y,2018-07-31
서울특별시,도봉구,꼬마숲둥지어린이집,민간,49,10.0,4.0,,8.0,Y,2018-05-01
서울특별시,도봉구,방학가람어린이집,국공립,88,12.0,6.0,,9.0,N,2018-05-01
서울특별시,도봉구,방학동행복한어린이집,국공립,41,9.0,4.0,1.0,7.0,N,2018-05-01
서울특별시,도봉구,서원어린이집,국공립,47,9.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,노아어린이집,민간,33,10.0,4.0,,6.0,N,2018-05-01
서울특별시,도봉구,고은햇살어린이집,가정,14,5.0,4.0,,4.0,N,2018-05-01
서울특별시,도봉구,맑은숲어린이집,가정,11,4.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,햇살어린이집,가정,14,4.0,2.0,,3.0,N,2018-05-01
서울특별시,도봉구,키즈딸기어린이집,민간,49,8.0,4.0,,5.0,N,2018-05-01
서울특별시,도봉구,하나어린이집,민간,41,8.0,3.0,,5.0,N,2018-05-01
서울특별시,도봉구,햇살마루어린이집,민간,65,11.0,6.0,,11.0,Y,2018-05-01
서울특별시,도봉구,행복한어린이집,민간,57,10.0,4.0,,6.0,N,2018-05-01
서울특별시,도봉구,웃음가득해피어린이집,가정,18,5.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,노벨어린이집,민간,56,10.0,4.0,,8.0,Y,2018-05-01
서울특별시,도봉구,노엘어린이집,민간,63,10.0,6.0,,6.0,Y,2018-05-01
서울특별시,도봉구,누리어린이집,민간,58,10.0,5.0,,9.0,Y,2018-05-01
서울특별시,도봉구,다온어린이집,민간,82,11.0,9.0,,8.0,Y,2018-05-01
서울특별시,도봉구,동화어린이집,민간,71,11.0,6.0,,4.0,Y,2018-05-01
서울특별시,도봉구,둘리어린이집,민간,30,11.0,3.0,,6.0,N,2018-05-01
서울특별시,도봉구,둥근달어린이집,민간,76,12.0,6.0,,5.0,Y,2018-05-01
서울특별시,도봉구,딩동댕어린이집,민간,69,9.0,6.0,,6.0,Y,2018-05-01
서울특별시,도봉구,또래또어린이집,민간,69,10.0,6.0,,6.0,Y,2018-05-01
서울특별시,도봉구,뜰안에어린이집,민간,80,14.0,6.0,,8.0,Y,2018-05-01
서울특별시,도봉구,리라어린이집,민간,110,16.0,7.0,,8.0,Y,2018-05-01
서울특별시,도봉구,사과나무어린이집,민간,49,9.0,4.0,,4.0,Y,2018-05-01
서울특별시,도봉구,사랑나무어린이집,민간,75,17.0,8.0,,11.0,Y,2018-05-01
서울특별시,도봉구,상아어린이집,민간,65,10.0,4.0,,5.0,Y,2018-05-01
서울특별시,도봉구,새봄 어린이집,민간,63,13.0,5.0,,,Y,2018-05-01
서울특별시,도봉구,새싹어린이집,민간,59,12.0,5.0,,8.0,Y,2018-05-01
서울특별시,도봉구,서머힐어린이집,민간,52,11.0,5.0,,11.0,Y,2018-05-01
서울특별시,도봉구,세인어린이집,민간,122,22.0,10.0,1.0,12.0,Y,2018-05-01
서울특별시,도봉구,수성어린이집,민간,49,8.0,5.0,,6.0,Y,2018-05-01
서울특별시,도봉구,신세인어린이집,민간,39,14.0,4.0,,4.0,Y,2018-05-01
서울특별시,도봉구,신창아가어린이집,민간,29,8.0,5.0,,6.0,N,2018-05-01
서울특별시,도봉구,신창어린이집,민간,88,12.0,7.0,,7.0,Y,2018-05-01
서울특별시,도봉구,쌍문삼성어린이집,민간,156,24.0,5.0,1.0,9.0,N,2018-05-01
서울특별시,도봉구,아띠 어린이집,민간,56,11.0,7.0,,9.0,Y,2018-05-01
서울특별시,도봉구,아리솔 어린이집,민간,139,21.0,8.0,1.0,10.0,Y,2018-05-01
서울특별시,도봉구,아이뜰어린이집,민간,77,12.0,6.0,,7.0,Y,2018-05-01
서울특별시,도봉구,한일어린이집,민간,90,14.0,5.0,1.0,5.0,Y,2018-05-01
서울특별시,도봉구,해맑은예체능어린이집,민간,163,26.0,9.0,2.0,12.0,Y,2018-05-01
서울특별시,도봉구,해바라기어린이집,민간,25,12.0,2.0,,4.0,Y,2018-05-01
서울특별시,도봉구,해피둥지어린이집,민간,45,12.0,8.0,,10.0,Y,2018-05-01
서울특별시,도봉구,현대어린이집,민간,36,6.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,두발로어린이집,사회복지법인,33,19.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,본향선교어린이집,법인·단체,27,6.0,4.0,,5.0,Y,2018-05-01
서울특별시,도봉구,푸른나무어린이집,법인·단체,47,10.0,4.0,,5.0,Y,2018-05-01
서울특별시,도봉구,가넷빅스맘어린이집,가정,18,2.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,고은천사어린이집,가정,14,5.0,2.0,,3.0,N,2018-05-01
서울특별시,도봉구,그림나라어린이집,가정,20,5.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,꼬마어린이집,가정,20,3.0,3.0,,3.0,N,2018-05-01
서울특별시,도봉구,꼬마화가어린이집,가정,20,6.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,꼬맹이어린이집,가정,13,7.0,3.0,,3.0,N,2018-05-01
서울특별시,도봉구,꼬맹이영재어린이집,가정,11,3.0,2.0,,3.0,N,2018-05-01
서울특별시,도봉구,꽃구름어린이집,가정,20,6.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,꽃나래어린이집,가정,20,5.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,꿈동산어린이집,가정,20,6.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,꿈송이어린이집,가정,20,7.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,꿈쟁이어린이집,가정,19,4.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,꿈초롱어린이집,가정,19,5.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,꿈터어린이집,가정,13,4.0,2.0,,4.0,N,2018-05-01
서울특별시,도봉구,나무어린이집,가정,19,7.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,늘사랑어린이집,가정,13,5.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,무지개어린이집,민간,46,7.0,6.0,,7.0,Y,2018-05-01
서울특별시,도봉구,별사탕어린이집,가정,13,3.0,2.0,,3.0,N,2018-05-01
서울특별시,도봉구,별이달이어린이집,가정,20,5.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,별초롱어린이집,가정,13,5.0,3.0,,3.0,N,2018-05-01
서울특별시,도봉구,보명어린이집,가정,20,4.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,뽀뽀뽀24시어린이집,가정,18,4.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,사랑가득어린이집,가정,19,3.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,사랑별어린이집,가정,11,4.0,2.0,,3.0,N,2018-05-01
서울특별시,도봉구,산울어린이집,가정,13,4.0,3.0,,,N,2018-05-01
서울특별시,도봉구,삼성영재어린이집,가정,19,5.0,3.0,,1.0,N,2018-05-01
서울특별시,도봉구,삼익영재어린이집,가정,20,6.0,4.0,,,Y,2018-05-01
서울특별시,도봉구,새싹아이어린이집,가정,19,5.0,3.0,,,N,2018-05-01
서울특별시,도봉구,소망어린이집,가정,19,6.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,솜사탕어린이집,가정,12,4.0,3.0,,3.0,N,2018-05-01
서울특별시,도봉구,수아어린이집,가정,14,4.0,3.0,,3.0,Y,2018-05-01
서울특별시,도봉구,수정어린이집,가정,19,6.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,숲속마을어린이집,가정,20,4.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,신도어린이집,가정,20,5.0,4.0,,4.0,N,2018-05-01
서울특별시,도봉구,신영어린이집,가정,14,6.0,3.0,,3.0,Y,2018-05-01
서울특별시,도봉구,아기둥지어린이집,가정,20,7.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,오색무지개어린이집,가정,9,4.0,3.0,,3.0,N,2018-05-01
서울특별시,도봉구,옹달샘어린이집,가정,17,7.0,4.0,,4.0,N,2018-05-01
서울특별시,도봉구,우리별어린이집,가정,15,5.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,웃음가득어린이집,가정,19,4.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,은가비어린이집,가정,19,6.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,좋은씨앗어린이집,가정,18,4.0,5.0,,4.0,N,2018-05-01
서울특별시,도봉구,즐거운 어린이집,가정,20,5.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,지혜어린이집,가정,15,5.0,3.0,,3.0,N,2018-05-01
서울특별시,도봉구,천사어린이집,가정,20,3.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,청솔어린이집,가정,19,4.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,캔디어린이집,가정,13,5.0,3.0,,3.0,N,2018-05-01
서울특별시,도봉구,코코어린이집,가정,19,6.0,3.0,,3.0,N,2018-05-01
서울특별시,도봉구,콩알어린이집,가정,11,5.0,2.0,,3.0,N,2018-05-01
서울특별시,도봉구,크라인어린이집,가정,20,5.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,큰별어린이집,가정,15,4.0,3.0,,3.0,N,2018-05-01
서울특별시,도봉구,토리어린이집,가정,11,4.0,2.0,,3.0,N,2018-05-01
서울특별시,도봉구,토토어린이집,가정,20,6.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,튼튼유아스쿨어린이집,가정,20,6.0,4.0,,4.0,N,2018-05-01
서울특별시,도봉구,파란꿈나라 어린이집,가정,20,6.0,4.0,,4.0,N,2018-05-01
서울특별시,도봉구,파랑새꿈어린이집,가정,20,6.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,파랑새어린이집,가정,20,6.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,푸른별어린이집,가정,17,5.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,아이사랑 어린이집,민간,33,7.0,3.0,,4.0,Y,2018-05-01
서울특별시,도봉구,아이세상어린이집,민간,42,8.0,6.0,,6.0,Y,2018-05-01
서울특별시,도봉구,에코빌어린이집,민간,31,5.0,4.0,,5.0,N,2018-05-01
서울특별시,도봉구,엘림어린이집,민간,79,11.0,5.0,1.0,8.0,Y,2018-05-01
서울특별시,도봉구,예나어린이집,민간,96,14.0,8.0,,8.0,Y,2018-05-01
서울특별시,도봉구,예쁜친구어린이집,민간,69,14.0,5.0,1.0,6.0,Y,2018-05-01
서울특별시,도봉구,예아어린이집,민간,25,5.0,3.0,,4.0,N,2018-05-01
서울특별시,도봉구,예원키즈어린이집,민간,133,23.0,9.0,,10.0,Y,2018-05-01
서울특별시,도봉구,예일어린이집,민간,51,10.0,6.0,,6.0,Y,2018-05-01
서울특별시,도봉구,오렌지차일드케어어린이집,민간,23,5.0,4.0,,3.0,N,2018-05-01
서울특별시,도봉구,유유어린이집,민간,74,12.0,6.0,1.0,10.0,Y,2018-05-01
서울특별시,도봉구,유정어린이집,민간,92,15.0,6.0,2.0,11.0,Y,2018-05-01
서울특별시,도봉구,이화젠어린이집,민간,74,12.0,7.0,,6.0,Y,2018-05-01
서울특별시,도봉구,인화어린이집,민간,77,14.0,3.0,1.0,7.0,Y,2018-05-01
서울특별시,도봉구,주은사랑어린이집,민간,34,7.0,3.0,,3.0,N,2018-05-01
서울특별시,도봉구,주은어린이집,민간,47,13.0,4.0,,3.0,Y,2018-05-01
서울특별시,도봉구,지앤지어린이집,민간,49,10.0,4.0,,5.0,Y,2018-05-01
서울특별시,도봉구,진흥숲속어린이집,민간,72,13.0,6.0,1.0,8.0,Y,2018-05-01
서울특별시,도봉구,참솔어린이집,민간,89,18.0,5.0,,9.0,Y,2018-05-01
서울특별시,도봉구,청아어린이집,민간,99,12.0,5.0,,7.0,N,2018-05-01
서울특별시,도봉구,태영어린이집,민간,43,8.0,4.0,,5.0,N,2018-05-01
